data_key,urut_nasional,urut_provinsi,rerata,npsn,sekolah,provinsi,kota_kab,jenis
2673,673,116,"521,325",20320244,SMA NEGERI 1 TENGARAN More..,Jawa Tengah,Kab. Semarang,SMA
2674,674,105,"521,316",20107306,SMAS ISLAM AL-AZHAR 3 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2675,675,106,"521,283",20177948,MAS PEMBANGUNAN UIN More..,DKI Jakarta,Kota Jakarta Selatan,MA 
2676,676,132,"521,275",20221561,SMAN 3 SUKABUMI More..,Jawa Barat,Kota Sukabumi,SMA
2677,677,15,"521,26",10404988,SMAN BINSUS KOTA DUMAI More..,Riau,Kota Dumai,SMA
2678,678,101,"521,178",20532218,SMAN 18 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2679,679,49,"521,135",20402127,SMAN 2 PLAYEN More..,DI Yogyakarta,Kab. Gunung Kidul,SMA
2680,680,133,"521,107",20231316,SMAS MARDI WALUYA More..,Jawa Barat,Kab. Bogor,SMA
2681,681,117,"521,082",20324218,SMAN 1 COMAL More..,Jawa Tengah,Kab. Pemalang,SMA
2682,682,7,"521,081",40314696,SMKN 11 MAKASSAR More..,Sulawesi Selatan,Kota Makassar,SMK
2683,683,50,"521,069",20402817,SMK N 2 PENGASIH More..,DI Yogyakarta,Kab. Kulon Progo,SMK
2684,684,41,"521,068",20606829,SMAN 7 TANGERANG More..,Banten,Kota Tangerang,SMA
2685,685,102,"521,063",20535052,SMAN 3 BLITAR More..,Jawa Timur,Kota Blitar,SMA
2686,686,103,521,20577343,SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU More..,Jawa Timur,Kab. Malang,SMA
2687,687,10,"520,992",30401786,SMAN 1 BONTANG More..,Kalimantan Timur,Kota Bontang,SMA
2688,688,118,"520,949",20363221,MAS PPMI ASSALAAM More..,Jawa Tengah,Kab. Sukoharjo,MA 
2689,689,119,"520,94",20330332,SMKN 1 KEBUMEN More..,Jawa Tengah,Kab. Kebumen,SMK
2690,690,120,"520,83",20308442,SMAN 1 SIMO More..,Jawa Tengah,Kab. Boyolali,SMA
2691,691,121,"520,79",20303231,SMAN 1 BOBOTSARI More..,Jawa Tengah,Kab. Purbalingga,SMA
2692,692,14,"520,784",50100843,SMAN 1 NEGARA More..,Bali,Kab. Jembrana,SMA
2693,693,51,"520,69",20403227,SMAS BOPKRI 1 More..,DI Yogyakarta,Kota Yogyakarta,SMA
2694,694,18,"520,682",69964938,SMA NEGERI 3 SUMATERA BARAT More..,Sumatera Barat,Kab. Pasaman ,SMA
2695,695,42,"520,669",69943715,SMA AL ADZKAR More..,Banten,Kota Tangerang Selatan,SMA
2696,696,107,"520,654",20103279,SMAN 9 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2697,697,52,"520,649",20401125,SMAN 1 SEYEGAN More..,DI Yogyakarta,Kab. Sleman,SMA
2698,698,134,"520,645",69866096,SMA AL MINHAJ More..,Jawa Barat,Kab. Bogor,SMA
2699,699,135,"520,624",20220322,SMAS BINA INSANI More..,Jawa Barat,Kota Bogor,SMA
2700,700,136,"520,61",20224510,SMA Negeri 2 Tasikmalaya More..,Jawa Barat,Kota Tasikmalaya,SMA
2701,701,16,"520,542",10403996,SMAS CENDANA More..,Riau,Kota Pekanbaru,SMA
2702,702,104,"520,458",20510147,SMAN 2 PONOROGO More..,Jawa Timur,Kab. Ponorogo,SMA
2703,703,122,"520,421",20312173,SMAN KARANGPANDAN More..,Jawa Tengah,Kab. Karanganyar,SMA
2704,704,108,"520,404",20100219,SMAN 24 JAKARTA More..,DKI Jakarta,Kota Jakarta Pusat,SMA
2705,705,53,"520,402",20402796,SMA NEGERI 1 SENTOLO More..,DI Yogyakarta,Kab. Kulon Progo,SMA
2706,706,137,"520,372",20220313,SMAS MARDI YUANA More..,Jawa Barat,Kota Bogor,SMA
2707,707,105,"520,361",20522640,SMAN 1 SITUBONDO More..,Jawa Timur,Kab. Situbondo,SMA
2708,708,138,"520,352",20231720,SMAN 14 BEKASI More..,Jawa Barat,Kota Bekasi,SMA
2709,709,106,"520,305",20511953,SMAN 1 PARE More..,Jawa Timur,Kab. Kediri,SMA
2710,710,109,"520,233",20103289,SMAN 106 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2711,711,123,"520,198",20305013,SMAN 1 KUTOWINANGUN More..,Jawa Tengah,Kab. Kebumen,SMA
2712,712,124,"520,142",20309681,SMAN 1 JOGONALAN More..,Jawa Tengah,Kab. Klaten,SMA
2713,713,139,"520,133",20219316,SMAN 7 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2714,714,140,"520,118",20219247,SMAN 25 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2715,715,107,"520,038",20534749,SMAN 2 More..,Jawa Timur,Kota Mojokerto,SMA
2716,716,125,"520,022",20300731,SMA NEGERI 1 MAOS More..,Jawa Tengah,Kab. Cilacap,SMA
2717,717,110,"519,959",20100210,SMAN 5 JAKARTA More..,DKI Jakarta,Kota Jakarta Pusat,SMA
2718,718,126,"519,892",20319280,SMAN 1 DEMAK More..,Jawa Tengah,Kab. Demak,SMA
2719,719,141,"519,836",20263963,SMKN KEHUTANAN KADIPATEN More..,Jawa Barat,Kab. Majalengka,SMK
2720,720,127,"519,824",20314884,SMAN 1 CEPU More..,Jawa Tengah,Kab. Blora,SMA
2721,721,19,"519,818",10300299,SMA NEGERI 1 AMPEK ANGKEK More..,Sumatera Barat,Kab. Agam,SMA
2722,722,128,"519,756",20337795,SMAS IT AL HIKMAH KARANGGEDE More..,Jawa Tengah,Kab. Boyolali,SMA
2723,723,111,"519,737",20103769,SMK CARAKA NUSANTARA More..,DKI Jakarta,Kota Jakarta Timur,SMK
2724,724,129,"519,699",20329508,SMA Negeri 3 Pekalongan More..,Jawa Tengah,Kota Pekalongan,SMA
2725,725,1,"519,607",69767796,SMAS KRISTEN 2 KUPANG More..,Nusa Tenggara Timur,Kota Kupang,SMA
2726,726,130,"519,593",20327586,SMKN 2 MAGELANG More..,Jawa Tengah,Kota Magelang,SMK
2727,727,15,"519,59",P9908600,PKBM HOMESCHOOLING PRIMAGAMA More..,Bali,Kota Denpasar ,PKBM
2728,728,54,"519,534",20402788,SMK NEGERI 1 PENGASIH More..,DI Yogyakarta,Kab. Kulon Progo,SMK
2729,729,108,"519,494",20546529,SMA TARUNA DRA. ZULAEHA More..,Jawa Timur,Kab. Probolinggo,SMA
2730,730,109,"519,493",20517736,SMAN 1 TUMPANG More..,Jawa Timur,Kab. Malang,SMA
2731,731,17,"519,493",10201985,SMA NEGERI 1 KABANJAHE More..,Sumatera Utara,Kab. Karo,SMA
2732,732,110,"519,481",20507726,SMAN 1 GEGER More..,Jawa Timur,Kab. Madiun,SMA
2733,733,131,"519,472",20307710,SMAN 1 SALAMAN More..,Jawa Tengah,Kab. Magelang,SMA
2734,734,142,"519,466",20220341,SMAN 10 BOGOR More..,Jawa Barat,Kota Bogor,SMA
2735,735,55,"519,456",20403157,SMAS MUHAMMADIYAH 1 YOGYAKARTA More..,DI Yogyakarta,Kota Yogyakarta,SMA
2736,736,143,"519,432",20247276,SMAS LAZUARDI GIS More..,Jawa Barat,Kota Depok,SMA
2737,737,112,"519,235",20112433,SMAS JAKARTA ISLAMIC SCHOOL More..,DKI Jakarta,Kota Jakarta Timur,SMA
2738,738,144,"519,147",20229161,SMAS MARDI YUANA PANCORAN MAS More..,Jawa Barat,Kota Depok,SMA
2739,739,145,"519,061",20219246,SMAN 19 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2740,740,56,"519,007",20363282,MAN 2 YOGYAKARTA More..,DI Yogyakarta,Kota Yogyakarta,MA 
2741,741,111,"519,004",20515450,SMAN 1 BOYOLANGU More..,Jawa Timur,Kab. Tulungagung,SMA
2742,742,146,"518,924",20219240,SMAN 13 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2743,743,112,"518,914",20525855,SMAN 1 GIRI More..,Jawa Timur,Kab. Banyuwangi,SMA
2744,744,132,"518,843",20363001,MAS WATHONIYAH ISLAMIYAH KARANGDUWUR More..,Jawa Tengah,Kab. Kebumen,MA 
2745,745,133,"518,817",20363090,MAS NU BANAT KUDUS More..,Jawa Tengah,Kab. Kudus,MA 
2746,746,147,"518,771",20213893,SMAN 1 MAJALENGKA More..,Jawa Barat,Kab. Majalengka,SMA
2747,747,43,"518,759",69961248,SMA IT PUTRI AL HANIF More..,Banten,Kota Cilegon ,SMA
2748,748,134,"518,751",20328898,SMA NEGERI 15 More..,Jawa Tengah,Kota Semarang,SMA
2749,749,18,"518,714",10211702,SMAN 4 PEMATANG SIANTAR More..,Sumatera Utara,Kota Pematangsiantar,SMA
2750,750,113,"518,709",20521711,SMAN 2 BONDOWOSO More..,Jawa Timur,Kab. Bondowoso,SMA
2751,751,135,"518,634",20325279,SMAN 3 SLAWI More..,Jawa Tengah,Kab. Tegal,SMA
2752,752,136,"518,567",69897124,SMA ISLAM AL AZHAR 14 More..,Jawa Tengah,Kota Semarang,SMA
2753,753,148,"518,534",20224112,SMA NEGERI 5 CIMAHI More..,Jawa Barat,Kota Cimahi,SMA
2754,754,137,"518,506",69894827,Tahfizh Nurul Iman More..,Jawa Tengah,Kab. Karanganyar ,MA 
2755,755,114,"518,505",20501703,SMAN 1 WARU More..,Jawa Timur,Kab. Sidoarjo,SMA
2756,756,138,"518,493",20328891,SMA NEGERI 07 More..,Jawa Tengah,Kota Semarang,SMA
2757,757,7,"518,462",60725447,SMAS GIBS More..,Kalimantan Selatan,Kab. Barito Kuala,SMA
2758,758,57,"518,46",20407372,SMAS TERPADU BINA UMAT More..,DI Yogyakarta,Kab. Sleman,SMA
2759,759,139,"518,459",20317501,SMAN 2 KUDUS More..,Jawa Tengah,Kab. Kudus,SMA
2760,760,140,"518,39",20329845,SMAN 3 TEGAL More..,Jawa Tengah,Kota Tegal,SMA
2761,761,19,"518,311",10263550,SMAN 2 LINTONGNIHUTA More..,Sumatera Utara,Kab. Humbang Hasudutan,SMA
2762,762,141,"518,239",20363035,MAN SALATIGA More..,Jawa Tengah,Kota Salatiga,MA 
2763,763,115,"518,18",20501862,SMAN 1 GEDANGAN More..,Jawa Timur,Kab. Sidoarjo,SMA
2764,764,113,"518,053",20101585,SMAN 94 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMA
2765,765,149,"518,006",20218356,SMAN 1 CIKARANG UTARA More..,Jawa Barat,Kab. Bekasi,SMA
2766,766,142,"517,958",69829549,SMA SYUBBANUL WATHON More..,Jawa Tengah,Kota Jakarta Selatan,SMA
2767,767,150,"517,944",20222311,SMAN 6 CIREBON More..,Jawa Barat,Kota Cirebon,SMA
2768,768,8,"517,899",30300239,SMAN 1 MARTAPURA More..,Kalimantan Selatan,Kab. Banjar,SMA
2769,769,151,"517,892",20203739,SMAN 1 CIANJUR More..,Jawa Barat,Kab. Cianjur,SMA
2770,770,143,"517,888",20328398,SMAS KRISTEN 1 SIDOMUKTI More..,Jawa Tengah,Kota Salatiga,SMA
2771,771,9,"517,843",30304280,SMAN 1 BANJARMASIN More..,Kalimantan Selatan,Kota Banjarmasin,SMA
2772,772,144,"517,839",20313028,SMAN 2 SRAGEN More..,Jawa Tengah,Kab. Sragen,SMA
2773,773,116,"517,758",20519303,SMAN 1 BANGIL More..,Jawa Timur,Kab. Pasuruan,SMA
2774,774,16,"517,751",50102568,SMAN 1 BANGLI More..,Bali,Kab. Bangli,SMA
2775,775,58,"517,657",20363271,MAS ALI MAKSUM More..,DI Yogyakarta,Kab. Bantul,MA 
2776,776,114,"517,553",20102210,SMAN 46 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2777,777,59,"517,478",20400389,SMA NEGERI 3 BANTUL More..,DI Yogyakarta,Kab. Bantul,SMA
2778,778,17,"517,467",50103120,SMAN 7 DENPASAR More..,Bali,Kota Denpasar,SMA
2779,779,145,"517,444",20302168,SMAN 4 PURWOKERTO More..,Jawa Tengah,Kab. Banyumas,SMA
2780,780,115,"517,429",20109516,SMAS INTERNATIONAL ISLAMIC HIGH SCHOOL (IIHS) More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2781,781,146,"517,388",20327979,SMAS MTA SURAKARTA More..,Jawa Tengah,Kota Surakarta,SMA
2782,782,116,"517,321",20100212,SMAN 35 JAKARTA More..,DKI Jakarta,Kota Jakarta Pusat,SMA
2783,783,147,"517,314",20363083,MAS MAAHID More..,Jawa Tengah,Kab. Kudus,MA 
2784,784,152,"517,22",20221590,SMAS MARDI YUANA More..,Jawa Barat,Kota Sukabumi,SMA
2785,785,60,"517,194",20403151,SMAS BUDYA WACANA More..,DI Yogyakarta,Kota Yogyakarta,SMA
2786,786,6,"517,109",10901003,SMAN 1 MANGGAR More..,Kepulauan Bangka Belitung,Kab. Belitung Timur,SMA
2787,787,61,"517,099",20401160,SMAN 1 GAMPING More..,DI Yogyakarta,Kab. Sleman,SMA
2788,788,3,"517,073",69766210,SMAN 10 KAUR (PENTAGON) More..,Bengkulu,Kab. Kaur,SMA
2789,789,117,"517,052",20107322,SMAS PANGUDI LUHUR JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2790,790,117,"516,894",20534383,SMAN 7 KEDIRI More..,Jawa Timur,Kota Kediri,SMA
2791,791,153,"516,836",20237987,SMAN 1 CIKARANG PUSAT More..,Jawa Barat,Kab. Bekasi,SMA
2792,792,118,"516,832",20532261,SMAN 7 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2793,793,119,"516,825",20533639,SMAN 7 More..,Jawa Timur,Kota Malang,SMA
2794,794,148,"516,759",20332522,SMA KRISTEN TERANG BANGSA More..,Jawa Tengah,Kota Semarang,SMA
2795,795,149,"516,686",20303246,SMAN 2 PURBALINGGA More..,Jawa Tengah,Kab. Purbalingga,SMA
2796,796,1,"516,641",30201848,SMAN 1 PANGKALAN BUN More..,Kalimantan Tengah,Kab. Kotawaringin Barat,SMA
2797,797,62,"516,637",P9908270,PKBM HOME SCHOOLING PRIMAGAMA More..,DI Yogyakarta,Kota Yogyakarta,PKBM
2798,798,154,"516,614",20252020,SMA IIBS More..,Jawa Barat,Kab. Bekasi,SMA
2799,799,8,"516,534",69830525,SMA KEBANGSAAN More..,Lampung,Kab. Lampung Selatan,SMA
2800,800,155,"516,517",20215991,SMAN 1 SINDANG More..,Jawa Barat,Kab. Indramayu,SMA
2801,801,63,"516,459",69946713,SMA ISLAM AL AZHAR 9 YOGYAKARTA More..,DI Yogyakarta,Kab. Sleman ,SMA
2802,802,44,"516,404",20606289,SMAN 1 CILEGON More..,Banten,Kota Cilegon,SMA
2803,803,150,"516,403",20310418,SMAN 1 TAWANGSARI More..,Jawa Tengah,Kab. Sukoharjo,SMA
2804,804,11,"516,389",69761840,SMAS Islam Bunga Bangsa More..,Kalimantan Timur,Kota Samarinda,SMA
2805,805,64,"516,374",20400373,SMA NEGERI 1 SANDEN More..,DI Yogyakarta,Kab. Bantul,SMA
2806,806,151,"516,314",20306811,SMK NEGERI 1 WONOSOBO More..,Jawa Tengah,Kab. Wonosobo,SMK
2807,807,65,"516,295",20403182,SMAS BOPKRI 2 More..,DI Yogyakarta,Kota Yogyakarta,SMA
2808,808,118,"516,276",69967066,SMAIT Buahati Islamic School More..,DKI Jakarta,Kota Jakarta Timur,SMA
2809,809,20,"516,272",10303781,SMAN 1 SOLOK More..,Sumatera Barat,Kota Solok,SMA
2810,810,156,"516,266",20219720,SMAS DARUL HIKAM BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2811,811,152,"516,245",20306172,SMAN 6 PURWOREJO More..,Jawa Tengah,Kab. Purworejo,SMA
2812,812,120,"516,217",20532243,SMAN 10 SURABAYA More..,Jawa Timur,Kota Surabaya,SMA
2813,813,153,"516,2",20302183,SMAN 1 JATILAWANG More..,Jawa Tengah,Kab. Banyumas,SMA
2814,814,4,"516,062",10107309,SMAS FATIH BILINGUAL SCHOOL More..,Aceh,Kota Banda Aceh,SMA
2815,815,121,"516,053",20584134,MAN 1 BLITAR More..,Jawa Timur,Kab. Blitar,MA 
2816,816,154,"516,039",20320241,SMA NEGERI 2 UNGARAN More..,Jawa Tengah,Kab. Semarang,SMA
2817,817,66,"516,02",20403280,SMKN 2 YOGYAKARTA More..,DI Yogyakarta,Kota Yogyakarta,SMK
2818,818,155,"515,978",20300732,SMA NEGERI 1 MAJENANG More..,Jawa Tengah,Kab. Cilacap,SMA
2819,819,5,"515,925",30105466,SMAN 3 SINGKAWANG More..,Kalimantan Barat,Kota Singkawang,SMA
2820,820,156,"515,865",69943795,SMA Islam Al Azhar 15 More..,Jawa Tengah,Kota Semarang,SMA
2821,821,157,"515,862",20277242,MAS PUTRI PUI TALAGA More..,Jawa Barat,Kab. Majalengka,MA 
2822,822,67,"515,842",20403295,SMKN 7 YOGYAKARTA More..,DI Yogyakarta,Kota Yogyakarta,SMK
2823,823,3,"515,74",50204515,SMAN 5 MATARAM More..,Nusa Tenggara Barat,Kota Mataram,SMA
2824,824,21,"515,723",10307309,SMAN 1 PARIAMAN More..,Sumatera Barat,Kota Pariaman,SMA
2825,825,157,"515,681",20318318,SMK NEGERI 3 JEPARA More..,Jawa Tengah,Kab. Jepara,SMK
2826,826,158,"515,678",20312172,SMAN KEBAKKRAMAT More..,Jawa Tengah,Kab. Karanganyar,SMA
2827,827,22,"515,664",10303467,SMAS DON BOSCO More..,Sumatera Barat,Kota Padang,SMA
2828,828,159,"515,639",20362931,MAN 1 JEPARA More..,Jawa Tengah,Kab. Jepara,MA 
2829,829,18,"515,638",50102366,SMAN 1 SEMARAPURA More..,Bali,Kab. Klungkung,SMA
2830,830,119,"515,603",20107289,SMA CHARITAS More..,DKI Jakarta,Kota Jakarta Selatan,SMA
2831,831,122,"515,591",20532146,SMAS KATOLIK STELLA MARIS More..,Jawa Timur,Kota Surabaya,SMA
2832,832,68,"515,501",20407373,SMKS INDONESIA YOGYAKARTA More..,DI Yogyakarta,Kota Yogyakarta,SMK
2833,833,123,"515,489",20538394,SMAN 1 KERTOSONO More..,Jawa Timur,Kab. Nganjuk,SMA
2834,834,2,"515,453",69980514,MAN INSAN CENDEKIA KOTA PALU More..,Sulawesi Tengah,Kota Palu ,MA 
2835,835,12,"515,401",30401058,SMA Negeri 3 Samarinda More..,Kalimantan Timur,Kota Samarinda,SMA
2836,836,120,"515,353",20100223,SMAN 27 JAKARTA More..,DKI Jakarta,Kota Jakarta Pusat,SMA
2837,837,121,"515,343",20103300,SMAN 88 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2838,838,160,"515,314",20301902,SMKS TELEKOMUNIKASI SANDHY PUTRA PURWOKERTO More..,Jawa Tengah,Kab. Banyumas,SMK
2839,839,45,"515,301",20603346,SMAS ISLAMIC VILLAGE More..,Banten,Kab. Tangerang,SMA
2840,840,122,"515,289",20103305,SMAN 64 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2841,841,17,"515,268",10404015,SMA NEGERI 4 PEKANBARU More..,Riau,Kota Pekanbaru,SMA
2842,842,158,"515,217",20219257,SMAN 10 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2843,843,9,"515,198",10807030,SMA S FRANSISCUS More..,Lampung,Kota Bandar Lampung,SMA
2844,844,23,"515,185",10307525,SMAN 3 BUKITTINGGI More..,Sumatera Barat,Kota Bukittinggi,SMA
2845,845,8,"515,124",69814064,SMAS KRISTEN 2 RANTEPAO More..,Sulawesi Selatan,Kab. Toraja Utara,SMA
2846,846,69,"515,085",20402116,SMAN 1 SEMIN More..,DI Yogyakarta,Kab. Gunung Kidul,SMA
2847,847,10,"514,999",30315550,MAN 2 HULU SUNGAI UTARA More..,Kalimantan Selatan,Kab. Hulu Sungai Utara,MA 
2848,848,70,"514,964",20404175,SMAS PANGUDI LUHUR More..,DI Yogyakarta,Kota Yogyakarta,SMA
2849,849,161,"514,963",20309526,SMKN 2 KLATEN More..,Jawa Tengah,Kab. Klaten,SMK
2850,850,24,"514,897",10263753,MAS KMI DINIYAH PUTERI More..,Sumatera Barat,Kota Padang Panjang,MA 
2851,851,162,"514,877",20311331,SMAN 2 WONOGIRI More..,Jawa Tengah,Kab. Wonogiri,SMA
2852,852,13,"514,865",30401066,SMA Negeri 1 Samarinda More..,Kalimantan Timur,Kota Samarinda,SMA
2853,853,25,"514,858",10307524,SMAN 2 BUKITTINGGI More..,Sumatera Barat,Kota Bukittinggi,SMA
2854,854,159,"514,702",20257102,SMAS IT THORIQ BIN ZIYAD More..,Jawa Barat,Kab. Bekasi,SMA
2855,855,123,"514,693",20103312,SMAN 51 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2856,856,124,"514,675",20103287,SMAN 11 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2857,857,163,"514,663",20318337,SMA NEGERI 1 WELAHAN More..,Jawa Tengah,Kab. Jepara,SMA
2858,858,7,"514,621",10900238,SMAN 1 BELINYU More..,Kepulauan Bangka Belitung,Kab. Bangka,SMA
2859,859,71,"514,616",20403146,SMAS STELLA DUCE 2 More..,DI Yogyakarta,Kota Yogyakarta,SMA
2860,860,164,"514,6",20300729,SMA NEGERI 1 SIDAREJA More..,Jawa Tengah,Kab. Cilacap,SMA
2861,861,165,"514,591",20326490,SMAN 1 BUMIAYU More..,Jawa Tengah,Kab. Brebes,SMA
2862,862,1,"514,583",30401697,SMAN 1 TARAKAN More..,Kalimantan Utara,Kota Tarakan,SMA
2863,863,125,"514,575",20177928,MAN 13 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,MA 
2864,864,8,"514,568",11000382,SMKN 1 BATAM More..,Kepulauan Riau,Kota Batam,SMK
2865,865,2,"514,554",60103098,SMAN SIWALIMA AMBON More..,Maluku,Kota Ambon,SMA
2866,866,126,"514,467",20101500,SMKN 42 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMK
2867,867,124,"514,466",20503407,SMA NEGERI NGORO More..,Jawa Timur,Kab. Jombang,SMA
2868,868,125,"514,464",20535465,UPT SMA NEGERI 2 PASURUAN More..,Jawa Timur,Kota Pasuruan,SMA
2869,869,160,"514,427",20221587,SMAS PESANTREN TERPADU HAYATAN THAYYIBAH More..,Jawa Barat,Kota Sukabumi,SMA
2870,870,19,"514,417",50103122,SMAN 5 DENPASAR More..,Bali,Kota Denpasar,SMA
2871,871,46,"514,404",20613785,SMAN 23 KABUPATEN TANGERANG More..,Banten,Kab. Tangerang,SMA
2872,872,161,"514,35",20206227,SMAN 1 CISARUA More..,Jawa Barat,Kab. Bandung Barat,SMA
2873,873,162,"514,349",69874079,SMA REGINA CAELI More..,Jawa Barat,Kab. Bogor,SMA
2874,874,126,"514,292",20503415,SMA NEGERI 1 JOMBANG More..,Jawa Timur,Kab. Jombang,SMA
2875,875,166,"514,274",20339022,SMA NEGERI 1 TAYU More..,Jawa Tengah,Kab. Pati,SMA
2876,876,72,"514,22",20401136,SMKN 1 TEMPEL More..,DI Yogyakarta,Kab. Sleman,SMK
2877,877,8,"514,21",10901019,SMAN 1 KELAPA KAMPIT More..,Kepulauan Bangka Belitung,Kab. Belitung Timur,SMA
2878,878,20,"514,184",50103126,SMAN 2 DENPASAR More..,Bali,Kota Denpasar,SMA
2879,879,127,"514,088",20101604,SMAN 57 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMA
2880,880,3,"514,077",40203776,SMAN MODEL TERPADU MADANI More..,Sulawesi Tengah,Kota Palu,SMA
2881,881,127,"514,009",20534408,SMKN 2 KEDIRI More..,Jawa Timur,Kota Kediri,SMK
2882,882,163,"513,993",20219775,SMAS PLUS MUTHAHHARI More..,Jawa Barat,Kota Bandung,SMA
2883,883,128,"513,891",69856217,SMA PEMBANGUNAN JAYA 2 More..,Jawa Timur,Kab. Sidoarjo,SMA
2884,884,164,"513,848",20219141,SMKN 7 BANDUNG More..,Jawa Barat,Kota Bandung,SMK
2885,885,165,"513,842",20219235,SMAN 17 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2886,886,129,"513,838",20580048,MAN 2 KOTA MADIUN More..,Jawa Timur,Kota Madiun,MA 
2887,887,73,"513,784",20401128,SMAN 1 NGEMPLAK More..,DI Yogyakarta,Kab. Sleman,SMA
2888,888,130,"513,774",20501700,SMAN 4 SIDOARJO More..,Jawa Timur,Kab. Sidoarjo,SMA
2889,889,14,"513,714",30401785,SMAN 2 BONTANG More..,Kalimantan Timur,Kota Bontang,SMA
2890,890,128,"513,701",20101621,SMAN 23 JAKARTA More..,DKI Jakarta,Kota Jakarta Barat,SMA
2891,891,167,"513,65",20326488,SMAN 1 BREBES More..,Jawa Tengah,Kab. Brebes,SMA
2892,892,166,"513,606",20270720,SMAS ISLAM HASMI More..,Jawa Barat,Kab. Bogor,SMA
2893,893,6,"513,589",69976449,MAN INSAN CENDEKIA SAMBAS More..,Kalimantan Barat,Kab. Sambas,MA 
2894,894,74,"513,535",20401193,SMKN 1 DEPOK More..,DI Yogyakarta,Kab. Sleman,SMK
2895,895,75,"513,476",20400374,SMA NEGERI 1 PUNDONG More..,DI Yogyakarta,Kab. Bantul,SMA
2896,896,131,"513,472",20580301,MAS MUHAMMADIYAH 1 JEMBER More..,Jawa Timur,Kab. Jember,MA 
2897,897,4,"513,421",50202522,SMAN 1 SELONG More..,Nusa Tenggara Barat,Kab. Lombok Timur,SMA
2898,898,168,"513,392",20331830,SMKS FARMASI NASIONAL SURAKARTA More..,Jawa Tengah,Kota Surakarta,SMK
2899,899,169,"513,357",20318339,SMA NEGERI 1 PECANGAAN More..,Jawa Tengah,Kab. Jepara,SMA
2900,900,170,"513,224",20328448,SMAN 2 SALATIGA More..,Jawa Tengah,Kota Salatiga,SMA
2901,901,132,"513,197",20534308,SMAS AR RISALAH More..,Jawa Timur,Kota Kediri,SMA
2902,902,76,"513,158",20401137,SMKN 1 GODEAN More..,DI Yogyakarta,Kab. Sleman,SMK
2903,903,133,"513,141",20532167,SMAS LUQMAN AL HAKIM More..,Jawa Timur,Kota Surabaya,SMA
2904,904,7,"513,092",30101943,SMAN 1 SANGGAU More..,Kalimantan Barat,Kab. Sanggau,SMA
2905,905,18,"513,026",10403425,SMAN 1 TUALANG More..,Riau,Kab. Siak,SMA
2906,906,171,"513,014",20328460,SMKN 2 SALATIGA More..,Jawa Tengah,Kota Salatiga,SMK
2907,907,9,"512,963",40307392,SMAN 5 MAKASSAR More..,Sulawesi Selatan,Kota Makassar,SMA
2908,908,4,"512,95",10700669,SMAN 1 REJANG LEBONG More..,Bengkulu,Kab. Rejang Lebong,SMA
2909,909,172,"512,941",20330335,SMKN 2 KEBUMEN More..,Jawa Tengah,Kab. Kebumen,SMK
2910,910,167,"512,935",20280328,MAS PERSIS TAROGONG More..,Jawa Barat,Kab. Garut,MA 
2911,911,47,"512,904",20623275,MAN 2 KOTA SERANG More..,Banten,Kota Serang,MA 
2912,912,129,"512,892",20103280,SMAN 36 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2913,913,134,"512,844",20523826,SMAN 4 JEMBER More..,Jawa Timur,Kab. Jember,SMA
2914,914,168,"512,835",20200601,SMAN 1 LEUWILIANG More..,Jawa Barat,Kab. Bogor,SMA
2915,915,15,"512,818",30401059,SMA Negeri 2 Samarinda More..,Kalimantan Timur,Kota Samarinda,SMA
2916,916,10,"512,778",10609706,SMA XAVERIUS 03 PALEMBANG More..,Sumatera Selatan,Kota Palembang,SMA
2917,917,169,"512,765",20208419,SMAN 1 SUMEDANG More..,Jawa Barat,Kab. Sumedang,SMA
2918,918,130,"512,751",20100779,SMAN 75 JAKARTA More..,DKI Jakarta,Kota Jakarta Utara,SMA
