data_key,detail,urut_nasional,urut_provinsi,rerata,nilai_tertinggi,nilai_terendah,standar_deviasi
2086,Kemampuan Kuantitatif,60,7,596.545,721.74,392.84,76.33
2086,Kemampuan Memahami Bacaan dan Menulis,199,26,553.022,649.88,394.42,59.4
2086,Kemampuan Penalaran Umum,70,12,554.362,649.13,443.98,48.15
2086,Pengetahuan dan Pemahaman Umum,69,12,558.41,643.82,398.18,61.07
2087,Kemampuan Kuantitatif,81,31,590.741,706.75,418.27,67.44
2087,Kemampuan Memahami Bacaan dan Menulis,101,27,562.73,689.87,354.57,56.21
2087,Kemampuan Penalaran Umum,111,32,549.475,652.59,433.31,37.94
2087,Pengetahuan dan Pemahaman Umum,70,24,558.322,672.94,354.76,59.15
2088,Kemampuan Kuantitatif,36,15,604.839,712.95,466.81,63.09
2088,Kemampuan Memahami Bacaan dan Menulis,239,54,548.517,658.84,398.46,60.7
2088,Kemampuan Penalaran Umum,113,33,549.439,613.31,425.38,46.74
2088,Pengetahuan dan Pemahaman Umum,72,26,558.116,712.54,442.77,58.03
2089,Kemampuan Kuantitatif,64,26,595.707,705.63,419.15,60.23
2089,Kemampuan Memahami Bacaan dan Menulis,143,37,558.318,681.71,386.22,55.22
2089,Kemampuan Penalaran Umum,72,27,554.084,627.3,455.58,33.6
2089,Pengetahuan dan Pemahaman Umum,115,33,551.333,693.99,358.13,59.71
2090,Kemampuan Kuantitatif,141,18,576.682,696.62,377.29,67.45
2090,Kemampuan Memahami Bacaan dan Menulis,46,8,572.398,698.33,368.13,52.23
2090,Kemampuan Penalaran Umum,49,7,558.953,638.17,458.25,39.63
2090,Pengetahuan dan Pemahaman Umum,116,18,551.251,715.9,373.54,69.37
2091,Kemampuan Kuantitatif,89,32,588.796,712.07,394.52,72.85
2091,Kemampuan Memahami Bacaan dan Menulis,110,30,561.601,692.4,362.43,63.23
2091,Kemampuan Penalaran Umum,115,34,549.335,628.0,442.92,39.69
2091,Pengetahuan dan Pemahaman Umum,66,23,559.208,674.94,360.48,61.33
2092,Kemampuan Kuantitatif,114,11,582.576,706.32,415.23,59.06
2092,Kemampuan Memahami Bacaan dan Menulis,38,8,575.241,697.86,416.07,48.74
2092,Kemampuan Penalaran Umum,81,9,553.213,633.43,458.61,36.22
2092,Pengetahuan dan Pemahaman Umum,162,16,546.8,683.84,338.01,68.99
2093,Kemampuan Kuantitatif,82,7,590.588,715.56,391.09,65.6
2093,Kemampuan Memahami Bacaan dan Menulis,85,11,564.316,683.11,409.11,50.41
2093,Kemampuan Penalaran Umum,94,6,552.077,658.22,436.13,36.98
2093,Pengetahuan dan Pemahaman Umum,127,19,550.301,681.6,367.22,61.26
2094,Kemampuan Kuantitatif,130,19,578.441,712.81,398.36,65.11
2094,Kemampuan Memahami Bacaan dan Menulis,51,7,570.747,691.12,403.92,51.24
2094,Kemampuan Penalaran Umum,97,8,551.496,641.84,443.79,36.96
2094,Pengetahuan dan Pemahaman Umum,87,7,554.724,704.09,354.42,58.69
2095,Kemampuan Kuantitatif,135,17,577.356,708.12,469.01,62.32
2095,Kemampuan Memahami Bacaan dan Menulis,45,7,572.593,657.68,475.63,41.11
2095,Kemampuan Penalaran Umum,89,14,552.28,625.49,469.01,42.79
2095,Pengetahuan dan Pemahaman Umum,104,16,553.12,662.99,456.8,53.79
2096,Kemampuan Kuantitatif,108,14,583.303,722.02,395.96,62.63
2096,Kemampuan Memahami Bacaan dan Menulis,138,18,558.636,682.49,385.02,54.1
2096,Kemampuan Penalaran Umum,90,15,552.213,646.5,408.17,39.25
2096,Pengetahuan dan Pemahaman Umum,60,8,560.764,699.02,356.11,57.45
2097,Kemampuan Kuantitatif,107,35,583.45,720.15,397.66,64.96
2097,Kemampuan Memahami Bacaan dan Menulis,102,28,562.697,695.01,355.7,57.8
2097,Kemampuan Penalaran Umum,75,28,553.835,632.68,444.92,37.08
2097,Pengetahuan dan Pemahaman Umum,109,32,552.454,692.47,356.22,64.31
2098,Kemampuan Kuantitatif,76,29,591.384,713.42,408.66,66.14
2098,Kemampuan Memahami Bacaan dan Menulis,131,35,559.347,712.37,347.66,60.66
2098,Kemampuan Penalaran Umum,125,37,548.289,645.04,425.17,36.98
2098,Pengetahuan dan Pemahaman Umum,101,31,553.328,674.71,362.08,59.72
2099,Kemampuan Kuantitatif,103,10,584.002,709.0,424.38,66.79
2099,Kemampuan Memahami Bacaan dan Menulis,77,10,565.84,702.91,421.16,57.51
2099,Kemampuan Penalaran Umum,127,15,548.271,625.99,453.9,44.52
2099,Pengetahuan dan Pemahaman Umum,94,11,553.897,679.14,372.64,71.65
2100,Kemampuan Kuantitatif,101,11,584.209,744.78,365.73,65.8
2100,Kemampuan Memahami Bacaan dan Menulis,96,13,563.115,663.45,395.38,46.79
2100,Kemampuan Penalaran Umum,101,9,551.286,641.29,457.24,33.97
2100,Pengetahuan dan Pemahaman Umum,103,11,553.202,667.68,381.73,55.22
2101,Kemampuan Kuantitatif,132,16,578.063,714.26,378.89,66.41
2101,Kemampuan Memahami Bacaan dan Menulis,90,12,563.975,687.87,404.18,49.93
2101,Kemampuan Penalaran Umum,77,14,553.393,629.74,431.63,37.88
2101,Pengetahuan dan Pemahaman Umum,82,15,555.984,683.26,356.54,52.04
2102,Kemampuan Kuantitatif,63,6,595.986,707.16,448.96,59.87
2102,Kemampuan Memahami Bacaan dan Menulis,162,27,556.103,682.79,345.37,56.27
2102,Kemampuan Penalaran Umum,136,16,547.172,628.16,429.96,36.97
2102,Pengetahuan dan Pemahaman Umum,110,15,551.974,657.6,392.76,55.16
2103,Kemampuan Kuantitatif,86,9,589.493,720.15,391.9,61.12
2103,Kemampuan Memahami Bacaan dan Menulis,69,11,566.662,696.31,422.1,45.91
2103,Kemampuan Penalaran Umum,138,13,546.869,629.81,456.13,35.53
2103,Pengetahuan dan Pemahaman Umum,147,13,548.019,677.92,371.81,61.69
2104,Kemampuan Kuantitatif,105,12,583.619,711.34,374.24,62.62
2104,Kemampuan Memahami Bacaan dan Menulis,130,18,559.395,695.06,369.53,53.18
2104,Kemampuan Penalaran Umum,123,14,548.537,629.92,418.89,36.65
2104,Pengetahuan dan Pemahaman Umum,68,6,558.472,666.71,352.88,58.43
2105,Kemampuan Kuantitatif,146,21,575.99,721.15,394.64,74.43
2105,Kemampuan Memahami Bacaan dan Menulis,81,14,564.756,700.99,412.46,58.8
2105,Kemampuan Penalaran Umum,76,10,553.758,638.16,413.87,41.25
2105,Pengetahuan dan Pemahaman Umum,84,13,555.221,693.72,364.47,62.59
2106,Kemampuan Kuantitatif,123,38,580.015,685.9,463.57,59.93
2106,Kemampuan Memahami Bacaan dan Menulis,82,21,564.618,640.03,456.65,49.35
2106,Kemampuan Penalaran Umum,67,25,555.472,627.28,478.69,37.41
2106,Pengetahuan dan Pemahaman Umum,134,39,549.33,676.04,430.16,76.09
2107,Kemampuan Kuantitatif,113,10,582.714,713.0,398.23,65.16
2107,Kemampuan Memahami Bacaan dan Menulis,67,10,567.091,669.76,397.65,48.03
2107,Kemampuan Penalaran Umum,124,11,548.352,630.02,445.76,35.7
2107,Pengetahuan dan Pemahaman Umum,122,12,550.716,671.37,380.49,49.86
2108,Kemampuan Kuantitatif,34,3,605.285,704.96,411.86,78.77
2108,Kemampuan Memahami Bacaan dan Menulis,182,3,554.656,673.82,370.79,61.34
2108,Kemampuan Penalaran Umum,137,3,546.972,626.53,437.46,47.9
2108,Pengetahuan dan Pemahaman Umum,218,4,541.955,691.79,377.82,71.98
2109,Kemampuan Kuantitatif,119,15,581.007,713.23,392.26,66.09
2109,Kemampuan Memahami Bacaan dan Menulis,108,14,561.89,691.15,376.68,57.16
2109,Kemampuan Penalaran Umum,128,20,548.155,640.42,435.46,40.01
2109,Pengetahuan dan Pemahaman Umum,74,13,557.678,689.17,356.55,63.82
2110,Kemampuan Kuantitatif,124,16,579.956,705.63,395.03,59.14
2110,Kemampuan Memahami Bacaan dan Menulis,74,10,566.338,689.33,366.36,45.65
2110,Kemampuan Penalaran Umum,132,15,547.529,644.3,443.07,35.4
2110,Pengetahuan dan Pemahaman Umum,107,13,552.716,718.94,376.19,58.73
2111,Kemampuan Kuantitatif,127,12,578.63,725.37,385.66,74.34
2111,Kemampuan Memahami Bacaan dan Menulis,103,13,562.6,697.96,358.14,51.81
2111,Kemampuan Penalaran Umum,85,9,552.946,633.32,432.62,42.88
2111,Pengetahuan dan Pemahaman Umum,126,14,550.355,671.43,360.92,68.96
2112,Kemampuan Kuantitatif,187,27,569.86,687.32,396.4,71.81
2112,Kemampuan Memahami Bacaan dan Menulis,75,12,566.161,677.42,471.68,56.45
2112,Kemampuan Penalaran Umum,102,18,551.241,648.42,459.56,45.69
2112,Pengetahuan dan Pemahaman Umum,78,12,556.383,686.46,460.44,60.65
2113,Kemampuan Kuantitatif,136,40,577.01,707.58,408.69,74.17
2113,Kemampuan Memahami Bacaan dan Menulis,95,24,563.129,662.11,480.25,55.06
2113,Kemampuan Penalaran Umum,69,26,554.835,619.01,495.73,36.05
2113,Pengetahuan dan Pemahaman Umum,142,41,548.552,681.19,420.63,67.53
2114,Kemampuan Kuantitatif,104,34,583.682,698.52,377.1,64.68
2114,Kemampuan Memahami Bacaan dan Menulis,123,33,560.117,685.44,396.58,54.52
2114,Kemampuan Penalaran Umum,117,35,549.008,631.91,452.61,35.72
2114,Pengetahuan dan Pemahaman Umum,129,37,549.996,684.15,357.71,58.11
2115,Kemampuan Kuantitatif,138,13,576.842,719.83,388.29,77.32
2115,Kemampuan Memahami Bacaan dan Menulis,112,15,561.516,696.88,324.5,59.33
2115,Kemampuan Penalaran Umum,87,10,552.413,646.51,408.69,39.48
2115,Pengetahuan dan Pemahaman Umum,112,13,551.842,714.37,342.82,64.5
2116,Kemampuan Kuantitatif,74,1,592.384,717.85,374.38,72.26
2116,Kemampuan Memahami Bacaan dan Menulis,146,1,558.139,682.56,382.57,50.36
2116,Kemampuan Penalaran Umum,120,1,548.624,616.14,419.45,40.6
2116,Pengetahuan dan Pemahaman Umum,201,1,543.159,662.9,349.91,76.47
2117,Kemampuan Kuantitatif,61,7,596.378,705.84,430.67,61.65
2117,Kemampuan Memahami Bacaan dan Menulis,203,39,552.12,678.17,392.03,59.37
2117,Kemampuan Penalaran Umum,103,19,551.146,624.22,413.05,38.92
2117,Pengetahuan dan Pemahaman Umum,207,35,542.608,665.67,366.97,57.9
2118,Kemampuan Kuantitatif,91,9,587.747,709.15,379.89,68.72
2118,Kemampuan Memahami Bacaan dan Menulis,132,19,559.198,674.75,381.28,52.28
2118,Kemampuan Penalaran Umum,171,24,544.007,653.09,440.47,39.27
2118,Pengetahuan dan Pemahaman Umum,125,18,550.543,670.09,370.81,58.0
2119,Kemampuan Kuantitatif,153,14,574.749,715.63,405.32,78.39
2119,Kemampuan Memahami Bacaan dan Menulis,83,11,564.423,681.63,394.25,56.89
2119,Kemampuan Penalaran Umum,184,16,542.908,620.14,435.83,41.97
2119,Pengetahuan dan Pemahaman Umum,65,8,559.263,683.06,379.93,60.03
2120,Kemampuan Kuantitatif,156,23,574.014,706.32,404.57,64.96
2120,Kemampuan Memahami Bacaan dan Menulis,94,12,563.438,693.45,347.58,55.3
2120,Kemampuan Penalaran Umum,109,12,550.18,640.27,427.09,39.42
2120,Pengetahuan dan Pemahaman Umum,108,14,552.706,677.6,422.44,54.93
2121,Kemampuan Kuantitatif,100,13,584.644,713.51,475.23,65.65
2121,Kemampuan Memahami Bacaan dan Menulis,119,17,560.629,698.12,392.42,65.89
2121,Kemampuan Penalaran Umum,130,21,547.701,631.55,411.11,45.96
2121,Pengetahuan dan Pemahaman Umum,168,23,546.269,645.79,406.38,68.65
2122,Kemampuan Kuantitatif,125,39,579.917,705.79,385.64,68.64
2122,Kemampuan Memahami Bacaan dan Menulis,98,26,563.033,701.28,345.76,64.01
2122,Kemampuan Penalaran Umum,140,39,546.463,645.25,435.28,40.81
2122,Pengetahuan dan Pemahaman Umum,132,38,549.632,675.54,358.51,60.93
2123,Kemampuan Kuantitatif,121,16,580.438,703.24,421.83,87.83
2123,Kemampuan Memahami Bacaan dan Menulis,233,44,548.985,680.96,399.33,68.75
2123,Kemampuan Penalaran Umum,126,21,548.288,626.68,424.25,50.0
2123,Pengetahuan dan Pemahaman Umum,62,11,560.35,662.56,425.45,63.07
2124,Kemampuan Kuantitatif,129,12,578.46,711.34,398.36,61.0
2124,Kemampuan Memahami Bacaan dan Menulis,79,13,565.152,664.08,378.02,48.51
2124,Kemampuan Penalaran Umum,147,14,546.233,636.76,441.37,37.72
2124,Pengetahuan dan Pemahaman Umum,148,14,547.932,670.03,389.97,58.91
2125,Kemampuan Kuantitatif,143,13,576.193,700.18,373.43,63.61
2125,Kemampuan Memahami Bacaan dan Menulis,137,17,558.684,680.07,388.46,51.03
2125,Kemampuan Penalaran Umum,148,15,546.193,644.84,444.38,36.55
2125,Pengetahuan dan Pemahaman Umum,88,8,554.703,681.91,405.65,52.73
2126,Kemampuan Kuantitatif,148,19,575.844,715.56,373.72,64.39
2126,Kemampuan Memahami Bacaan dan Menulis,152,20,556.837,678.89,339.29,57.61
2126,Kemampuan Penalaran Umum,116,19,549.044,637.28,414.05,40.4
2126,Pengetahuan dan Pemahaman Umum,98,16,553.429,685.62,389.55,53.38
2127,Kemampuan Kuantitatif,166,24,572.801,720.02,365.85,65.09
2127,Kemampuan Memahami Bacaan dan Menulis,99,13,563.005,686.52,384.62,50.34
2127,Kemampuan Penalaran Umum,133,22,547.492,627.24,410.38,38.7
2127,Pengetahuan dan Pemahaman Umum,114,17,551.538,693.56,363.28,61.77
2128,Kemampuan Kuantitatif,131,20,578.262,712.07,382.33,67.14
2128,Kemampuan Memahami Bacaan dan Menulis,126,16,559.553,694.81,349.89,51.76
2128,Kemampuan Penalaran Umum,169,22,544.148,631.03,428.63,38.98
2128,Pengetahuan dan Pemahaman Umum,106,12,552.745,666.96,353.72,56.21
2129,Kemampuan Kuantitatif,167,24,572.517,718.39,363.4,77.74
2129,Kemampuan Memahami Bacaan dan Menulis,107,17,561.947,693.67,342.79,61.64
2129,Kemampuan Penalaran Umum,99,16,551.396,640.65,389.64,43.75
2129,Pengetahuan dan Pemahaman Umum,144,20,548.35,717.67,355.93,66.7
2130,Kemampuan Kuantitatif,155,43,574.17,712.07,427.95,62.79
2130,Kemampuan Memahami Bacaan dan Menulis,127,34,559.504,690.78,368.86,57.15
2130,Kemampuan Penalaran Umum,163,43,544.642,621.13,420.59,36.84
2130,Pengetahuan dan Pemahaman Umum,83,28,555.893,662.29,395.84,53.8
2131,Kemampuan Kuantitatif,96,14,586.318,695.49,416.55,69.01
2131,Kemampuan Memahami Bacaan dan Menulis,196,37,553.136,665.26,400.38,58.05
2131,Kemampuan Penalaran Umum,146,23,546.278,633.61,450.36,41.71
2131,Pengetahuan dan Pemahaman Umum,145,21,548.313,685.47,396.4,67.21
2132,Kemampuan Kuantitatif,116,2,581.831,698.29,414.36,68.69
2132,Kemampuan Memahami Bacaan dan Menulis,191,3,553.856,699.22,429.44,57.04
2132,Kemampuan Penalaran Umum,118,2,548.958,645.87,456.16,41.89
2132,Pengetahuan dan Pemahaman Umum,146,2,548.045,668.94,349.35,60.75
2133,Kemampuan Kuantitatif,142,18,576.241,728.38,397.97,71.23
2133,Kemampuan Memahami Bacaan dan Menulis,174,23,555.457,670.15,391.97,54.97
2133,Kemampuan Penalaran Umum,110,17,549.661,647.5,415.84,38.57
2133,Pengetahuan dan Pemahaman Umum,121,18,550.756,669.67,367.14,58.42
2134,Kemampuan Kuantitatif,165,23,573.002,712.03,373.48,64.62
2134,Kemampuan Memahami Bacaan dan Menulis,111,16,561.554,695.29,382.91,50.12
2134,Kemampuan Penalaran Umum,107,16,550.295,654.49,449.0,36.94
2134,Pengetahuan dan Pemahaman Umum,158,22,547.065,690.2,352.78,62.74
2135,Kemampuan Kuantitatif,213,18,564.757,695.73,409.54,67.14
2135,Kemampuan Memahami Bacaan dan Menulis,92,14,563.658,685.46,438.45,47.63
2135,Kemampuan Penalaran Umum,108,10,550.206,651.85,461.06,33.67
2135,Pengetahuan dan Pemahaman Umum,105,10,552.963,688.28,369.08,59.42
2136,Kemampuan Kuantitatif,158,24,573.782,715.49,407.39,58.23
2136,Kemampuan Memahami Bacaan dan Menulis,100,14,562.892,681.71,419.04,48.33
2136,Kemampuan Penalaran Umum,158,19,545.092,632.63,434.21,35.24
2136,Pengetahuan dan Pemahaman Umum,130,20,549.784,699.01,387.47,54.38
2137,Kemampuan Kuantitatif,106,4,583.465,716.6,370.87,69.68
2137,Kemampuan Memahami Bacaan dan Menulis,155,3,556.464,675.32,348.16,55.75
2137,Kemampuan Penalaran Umum,161,4,544.834,632.53,425.37,41.07
2137,Pengetahuan dan Pemahaman Umum,166,4,546.41,704.83,362.58,59.72
2138,Kemampuan Kuantitatif,145,20,576.104,693.81,455.65,63.25
2138,Kemampuan Memahami Bacaan dan Menulis,91,15,563.838,653.22,415.08,60.5
2138,Kemampuan Penalaran Umum,166,27,544.36,625.36,458.49,47.4
2138,Pengetahuan dan Pemahaman Umum,163,27,546.73,726.77,392.22,66.41
2139,Kemampuan Kuantitatif,173,3,571.917,685.3,440.28,67.91
2139,Kemampuan Memahami Bacaan dan Menulis,105,2,562.412,728.82,416.78,59.51
2139,Kemampuan Penalaran Umum,82,1,553.065,630.52,437.12,45.73
2139,Pengetahuan dan Pemahaman Umum,202,3,542.929,630.22,415.7,61.91
2140,Kemampuan Kuantitatif,171,45,572.394,698.85,371.35,72.67
2140,Kemampuan Memahami Bacaan dan Menulis,97,25,563.072,669.26,386.51,55.35
2140,Kemampuan Penalaran Umum,141,40,546.408,645.52,412.86,41.01
2140,Pengetahuan dan Pemahaman Umum,155,43,547.406,685.09,345.88,66.84
2141,Kemampuan Kuantitatif,109,5,583.187,712.21,388.76,67.06
2141,Kemampuan Memahami Bacaan dan Menulis,204,4,551.946,673.94,389.46,54.15
2141,Kemampuan Penalaran Umum,162,5,544.693,623.15,428.27,38.24
2141,Pengetahuan dan Pemahaman Umum,139,3,548.755,675.21,385.95,54.67
2142,Kemampuan Kuantitatif,126,17,579.325,709.13,384.38,64.96
2142,Kemampuan Memahami Bacaan dan Menulis,159,25,556.402,705.75,399.73,53.91
2142,Kemampuan Penalaran Umum,176,27,543.588,628.89,428.08,36.73
2142,Pengetahuan dan Pemahaman Umum,136,22,549.199,669.52,368.95,59.19
2143,Kemampuan Kuantitatif,111,14,583.028,712.78,373.35,64.18
2143,Kemampuan Memahami Bacaan dan Menulis,145,20,558.214,681.33,397.8,52.7
2143,Kemampuan Penalaran Umum,142,17,546.381,625.64,436.15,37.7
2143,Pengetahuan dan Pemahaman Umum,232,39,540.573,670.28,362.03,60.54
2144,Kemampuan Kuantitatif,204,16,565.719,706.42,409.39,74.95
2144,Kemampuan Memahami Bacaan dan Menulis,84,12,564.35,660.18,474.25,40.22
2144,Kemampuan Penalaran Umum,114,14,549.372,624.77,472.86,40.17
2144,Pengetahuan dan Pemahaman Umum,141,16,548.581,709.34,417.7,61.68
2145,Kemampuan Kuantitatif,118,36,581.449,715.87,360.91,69.96
2145,Kemampuan Memahami Bacaan dan Menulis,197,43,553.081,676.57,364.75,64.03
2145,Kemampuan Penalaran Umum,165,44,544.516,648.4,432.44,38.18
2145,Pengetahuan dan Pemahaman Umum,140,40,548.635,664.65,363.74,54.44
2146,Kemampuan Kuantitatif,147,22,575.965,695.79,424.47,75.86
2146,Kemampuan Memahami Bacaan dan Menulis,284,48,544.218,641.02,400.34,72.77
2146,Kemampuan Penalaran Umum,170,23,544.087,606.1,441.07,45.47
2146,Pengetahuan dan Pemahaman Umum,45,4,563.08,661.9,408.56,78.9
2147,Kemampuan Kuantitatif,162,22,573.208,695.7,382.69,65.87
2147,Kemampuan Memahami Bacaan dan Menulis,171,22,555.525,672.95,377.96,53.79
2147,Kemampuan Penalaran Umum,112,18,549.441,629.81,457.2,36.15
2147,Pengetahuan dan Pemahaman Umum,137,20,549.112,682.96,402.37,54.97
2148,Kemampuan Kuantitatif,149,20,575.837,718.34,428.5,81.6
2148,Kemampuan Memahami Bacaan dan Menulis,242,30,548.284,633.56,444.6,49.28
2148,Kemampuan Penalaran Umum,73,13,554.065,627.97,473.83,44.64
2148,Pengetahuan dan Pemahaman Umum,143,21,548.48,638.91,424.96,50.02
2149,Kemampuan Kuantitatif,134,1,577.415,717.85,362.0,76.47
2149,Kemampuan Memahami Bacaan dan Menulis,148,1,557.402,695.12,336.51,59.57
2149,Kemampuan Penalaran Umum,157,1,545.167,647.15,411.97,44.26
2149,Pengetahuan dan Pemahaman Umum,175,2,545.529,697.14,375.21,62.49
2150,Kemampuan Kuantitatif,150,14,575.782,712.68,413.55,56.82
2150,Kemampuan Memahami Bacaan dan Menulis,78,12,565.717,699.19,401.81,52.05
2150,Kemampuan Penalaran Umum,160,18,544.853,625.56,436.56,35.63
2150,Pengetahuan dan Pemahaman Umum,253,21,538.792,659.68,398.69,55.74
2151,Kemampuan Kuantitatif,172,2,572.036,701.84,417.91,65.02
2151,Kemampuan Memahami Bacaan dan Menulis,198,2,553.067,675.22,412.62,61.45
2151,Kemampuan Penalaran Umum,235,2,537.94,629.72,416.92,40.52
2151,Pengetahuan dan Pemahaman Umum,56,2,561.395,657.31,423.27,49.66
2152,Kemampuan Kuantitatif,179,46,570.954,699.23,386.94,68.89
2152,Kemampuan Memahami Bacaan dan Menulis,183,41,554.575,696.72,352.37,58.59
2152,Kemampuan Penalaran Umum,177,46,543.554,631.09,401.75,38.86
2152,Pengetahuan dan Pemahaman Umum,86,29,554.983,688.54,391.71,53.38
2153,Kemampuan Kuantitatif,178,26,571.084,704.26,369.6,64.53
2153,Kemampuan Memahami Bacaan dan Menulis,166,29,555.813,700.84,373.47,56.48
2153,Kemampuan Penalaran Umum,152,18,545.814,623.48,421.33,37.42
2153,Pengetahuan dan Pemahaman Umum,118,16,551.075,679.1,352.19,56.38
2154,Kemampuan Kuantitatif,128,18,578.589,709.45,380.04,65.82
2154,Kemampuan Memahami Bacaan dan Menulis,164,28,556.028,692.99,390.71,49.8
2154,Kemampuan Penalaran Umum,164,21,544.591,631.7,426.25,37.29
2154,Pengetahuan dan Pemahaman Umum,197,32,543.375,681.68,350.72,60.28
2155,Kemampuan Kuantitatif,151,41,575.159,703.98,375.07,64.89
2155,Kemampuan Memahami Bacaan dan Menulis,177,38,555.359,666.27,355.8,57.09
2155,Kemampuan Penalaran Umum,122,36,548.564,644.08,421.68,37.3
2155,Pengetahuan dan Pemahaman Umum,203,51,542.892,662.07,374.24,61.66
2156,Kemampuan Kuantitatif,137,6,576.886,687.14,429.2,61.13
2156,Kemampuan Memahami Bacaan dan Menulis,209,5,551.38,658.1,377.59,60.04
2156,Kemampuan Penalaran Umum,129,3,547.735,609.12,413.95,35.04
2156,Pengetahuan dan Pemahaman Umum,171,5,545.829,679.92,386.33,60.62
2157,Kemampuan Kuantitatif,159,21,573.629,725.37,392.51,69.15
2157,Kemampuan Memahami Bacaan dan Menulis,165,21,555.889,697.34,376.88,52.78
2157,Kemampuan Penalaran Umum,139,23,546.711,649.13,427.97,39.57
2157,Pengetahuan dan Pemahaman Umum,179,24,545.019,709.99,363.6,63.05
2158,Kemampuan Kuantitatif,152,42,574.757,707.95,381.18,68.2
2158,Kemampuan Memahami Bacaan dan Menulis,187,42,554.346,689.12,358.36,58.61
2158,Kemampuan Penalaran Umum,154,42,545.534,636.58,425.59,34.61
2158,Pengetahuan dan Pemahaman Umum,167,44,546.378,708.4,378.71,62.18
2159,Kemampuan Kuantitatif,169,44,572.402,696.18,394.36,65.53
2159,Kemampuan Memahami Bacaan dan Menulis,113,31,561.407,673.37,398.81,54.8
2159,Kemampuan Penalaran Umum,144,41,546.355,640.69,455.98,38.57
2159,Pengetahuan dan Pemahaman Umum,233,55,540.561,665.29,357.97,59.19
2160,Kemampuan Kuantitatif,75,4,591.906,713.1,396.03,68.86
2160,Kemampuan Memahami Bacaan dan Menulis,240,5,548.336,674.81,340.82,53.76
2160,Kemampuan Penalaran Umum,181,4,543.332,633.39,408.75,43.63
2160,Pengetahuan dan Pemahaman Umum,281,7,536.999,668.1,356.41,66.03
2161,Kemampuan Kuantitatif,168,2,572.429,703.71,397.4,77.22
2161,Kemampuan Memahami Bacaan dan Menulis,133,1,559.191,658.11,428.03,52.66
2161,Kemampuan Penalaran Umum,156,1,545.251,622.78,438.34,39.54
2161,Pengetahuan dan Pemahaman Umum,196,2,543.402,659.54,362.48,62.48
2162,Kemampuan Kuantitatif,192,16,569.364,698.28,427.58,57.1
2162,Kemampuan Memahami Bacaan dan Menulis,153,19,556.824,701.57,409.98,51.82
2162,Kemampuan Penalaran Umum,150,16,545.988,637.28,452.74,38.12
2162,Pengetahuan dan Pemahaman Umum,161,15,546.929,676.86,384.93,57.33
2163,Kemampuan Kuantitatif,122,37,580.365,722.51,374.35,67.14
2163,Kemampuan Memahami Bacaan dan Menulis,235,52,548.926,685.64,359.89,60.45
2163,Kemampuan Penalaran Umum,135,38,547.321,641.38,432.28,38.85
2163,Pengetahuan dan Pemahaman Umum,211,53,542.461,668.4,344.06,64.34
2164,Kemampuan Kuantitatif,185,29,570.018,708.38,390.16,66.09
2164,Kemampuan Memahami Bacaan dan Menulis,120,15,560.592,695.97,367.9,52.16
2164,Kemampuan Penalaran Umum,196,32,541.234,629.34,424.6,39.97
2164,Pengetahuan dan Pemahaman Umum,165,26,546.497,686.36,372.82,58.48
2165,Kemampuan Kuantitatif,139,21,576.811,711.35,378.31,66.49
2165,Kemampuan Memahami Bacaan dan Menulis,234,39,548.961,704.33,366.27,60.98
2165,Kemampuan Penalaran Umum,174,26,543.72,625.94,412.29,39.23
2165,Pengetahuan dan Pemahaman Umum,151,24,547.648,659.24,352.1,58.76
2166,Kemampuan Kuantitatif,170,25,572.397,677.35,387.82,63.14
2166,Kemampuan Memahami Bacaan dan Menulis,170,30,555.675,674.7,429.51,49.94
2166,Kemampuan Penalaran Umum,119,20,548.638,621.59,447.03,36.89
2166,Pengetahuan dan Pemahaman Umum,244,40,539.727,637.9,389.64,58.4
2167,Kemampuan Kuantitatif,94,5,587.007,711.23,429.66,69.04
2167,Kemampuan Memahami Bacaan dan Menulis,266,6,545.755,644.08,417.9,55.81
