data_key,detail,urut_nasional,urut_provinsi,rerata,nilai_tertinggi,nilai_terendah,standar_deviasi
2792,Kemampuan Memahami Bacaan dan Menulis,908,137,515.874,663.24,347.8,53.56
2792,Kemampuan Penalaran Umum,711,103,516.901,607.44,396.26,38.37
2792,Pengetahuan dan Pemahaman Umum,826,127,514.174,642.65,386.6,48.26
2793,Kemampuan Kuantitatif,941,142,507.671,675.8,373.95,65.71
2793,Kemampuan Memahami Bacaan dan Menulis,716,100,523.468,668.03,356.43,51.24
2793,Kemampuan Penalaran Umum,701,101,517.294,624.31,413.59,38.05
2793,Pengetahuan dan Pemahaman Umum,678,108,518.869,644.42,395.27,46.9
2794,Kemampuan Kuantitatif,818,152,515.876,676.29,376.11,72.98
2794,Kemampuan Memahami Bacaan dan Menulis,633,112,527.162,664.76,391.6,68.39
2794,Kemampuan Penalaran Umum,833,152,513.332,614.7,405.42,44.95
2794,Pengetahuan dan Pemahaman Umum,920,176,510.666,625.44,388.18,51.92
2795,Kemampuan Kuantitatif,853,160,513.527,705.81,366.94,62.23
2795,Kemampuan Memahami Bacaan dan Menulis,648,116,526.39,659.02,394.34,51.52
2795,Kemampuan Penalaran Umum,819,150,513.528,608.09,419.18,35.42
2795,Pengetahuan dan Pemahaman Umum,852,161,513.301,616.68,367.76,48.09
2796,Kemampuan Kuantitatif,812,1,516.062,694.62,378.31,67.07
2796,Kemampuan Memahami Bacaan dan Menulis,691,1,524.216,640.9,380.01,52.17
2796,Kemampuan Penalaran Umum,686,1,517.732,607.48,436.29,39.56
2796,Pengetahuan dan Pemahaman Umum,954,1,508.553,615.1,393.96,54.5
2797,Kemampuan Kuantitatif,973,79,505.067,679.52,372.8,69.6
2797,Kemampuan Memahami Bacaan dan Menulis,542,47,530.691,631.88,393.31,58.69
2797,Kemampuan Penalaran Umum,810,68,513.899,615.27,404.65,45.31
2797,Pengetahuan dan Pemahaman Umum,738,54,516.892,640.85,403.94,54.19
2798,Kemampuan Kuantitatif,593,112,528.158,677.95,396.39,68.63
2798,Kemampuan Memahami Bacaan dan Menulis,934,172,514.383,629.13,386.61,54.18
2798,Kemampuan Penalaran Umum,965,182,508.343,581.03,417.19,37.84
2798,Pengetahuan dan Pemahaman Umum,781,150,515.573,663.69,408.97,66.25
2799,Kemampuan Kuantitatif,631,8,525.342,699.52,366.84,70.26
2799,Kemampuan Memahami Bacaan dan Menulis,936,9,514.266,649.2,380.22,68.67
2799,Kemampuan Penalaran Umum,586,6,520.594,615.91,423.23,43.86
2799,Pengetahuan dan Pemahaman Umum,982,10,505.935,648.62,384.21,57.45
2800,Kemampuan Kuantitatif,709,133,521.205,716.18,366.84,71.55
2800,Kemampuan Memahami Bacaan dan Menulis,789,154,520.715,662.63,356.99,57.5
2800,Kemampuan Penalaran Umum,867,164,512.241,635.44,401.62,43.3
2800,Pengetahuan dan Pemahaman Umum,888,169,511.906,705.04,362.81,51.91
2801,Kemampuan Kuantitatif,693,47,521.968,709.0,370.94,73.42
2801,Kemampuan Memahami Bacaan dan Menulis,888,75,516.795,677.89,352.33,65.43
2801,Kemampuan Penalaran Umum,766,67,515.183,614.03,415.9,46.67
2801,Pengetahuan dan Pemahaman Umum,889,66,511.888,654.18,377.0,62.38
2802,Kemampuan Kuantitatif,786,43,517.279,702.08,376.11,67.35
2802,Kemampuan Memahami Bacaan dan Menulis,864,45,517.919,664.59,338.21,58.49
2802,Kemampuan Penalaran Umum,777,43,514.926,625.11,393.6,42.9
2802,Pengetahuan dan Pemahaman Umum,785,46,515.491,655.35,357.78,57.82
2803,Kemampuan Kuantitatif,737,133,519.909,693.27,366.55,63.91
2803,Kemampuan Memahami Bacaan dan Menulis,733,133,523.069,639.87,390.16,49.39
2803,Kemampuan Penalaran Umum,921,168,510.368,605.65,429.08,34.49
2803,Pengetahuan dan Pemahaman Umum,879,164,512.266,648.64,381.19,48.46
2804,Kemampuan Kuantitatif,975,14,504.787,659.13,365.85,78.77
2804,Kemampuan Memahami Bacaan dan Menulis,485,6,533.786,633.47,439.13,52.62
2804,Kemampuan Penalaran Umum,636,9,519.172,615.86,449.48,44.09
2804,Pengetahuan dan Pemahaman Umum,964,15,507.811,655.16,432.35,53.63
2805,Kemampuan Kuantitatif,860,65,512.978,685.18,375.39,58.62
2805,Kemampuan Memahami Bacaan dan Menulis,678,55,524.86,673.61,374.58,55.31
2805,Kemampuan Penalaran Umum,740,63,515.908,624.51,426.97,37.65
2805,Pengetahuan dan Pemahaman Umum,890,67,511.749,621.37,385.04,41.08
2806,Kemampuan Kuantitatif,934,176,508.558,637.36,381.82,58.02
2806,Kemampuan Memahami Bacaan dan Menulis,731,132,523.106,650.07,351.3,52.77
2806,Kemampuan Penalaran Umum,781,136,514.787,609.28,434.28,36.61
2806,Pengetahuan dan Pemahaman Umum,681,126,518.806,643.33,405.46,47.16
2807,Kemampuan Kuantitatif,868,66,512.548,644.24,377.74,60.57
2807,Kemampuan Memahami Bacaan dan Menulis,706,60,523.775,653.3,366.66,58.28
2807,Kemampuan Penalaran Umum,984,77,506.718,616.85,428.37,43.01
2807,Pengetahuan dan Pemahaman Umum,603,47,522.14,634.31,389.6,58.51
2808,Kemampuan Kuantitatif,609,91,526.846,696.08,405.17,62.51
2808,Kemampuan Memahami Bacaan dan Menulis,900,131,516.156,643.39,397.27,64.57
2808,Kemampuan Penalaran Umum,935,137,509.686,601.07,434.07,42.31
2808,Pengetahuan dan Pemahaman Umum,874,131,512.417,627.46,439.12,46.28
2809,Kemampuan Kuantitatif,712,24,520.823,703.6,368.51,65.75
2809,Kemampuan Memahami Bacaan dan Menulis,827,18,519.577,663.69,369.55,58.48
2809,Kemampuan Penalaran Umum,835,23,513.326,617.88,395.83,42.01
2809,Pengetahuan dan Pemahaman Umum,906,23,511.363,648.42,396.05,50.8
2810,Kemampuan Kuantitatif,668,128,523.359,691.81,381.92,72.48
2810,Kemampuan Memahami Bacaan dan Menulis,871,164,517.514,640.62,383.49,55.77
2810,Kemampuan Penalaran Umum,884,169,511.732,600.5,402.32,42.54
2810,Pengetahuan dan Pemahaman Umum,870,164,512.458,647.68,338.88,57.58
2811,Kemampuan Kuantitatif,845,158,514.108,648.54,361.9,62.69
2811,Kemampuan Memahami Bacaan dan Menulis,672,120,524.957,642.16,326.21,49.03
2811,Kemampuan Penalaran Umum,837,153,513.208,617.5,422.53,37.67
2811,Pengetahuan dan Pemahaman Umum,866,163,512.705,656.09,393.2,44.64
2812,Kemampuan Kuantitatif,826,122,515.606,704.64,389.48,64.93
2812,Kemampuan Memahami Bacaan dan Menulis,863,127,518.017,646.99,353.6,57.28
2812,Kemampuan Penalaran Umum,748,107,515.749,603.28,390.67,41.31
2812,Pengetahuan dan Pemahaman Umum,784,121,515.497,657.71,310.48,53.57
2813,Kemampuan Kuantitatif,773,141,518.287,694.15,375.24,70.02
2813,Kemampuan Memahami Bacaan dan Menulis,877,164,517.218,667.08,342.18,61.64
2813,Kemampuan Penalaran Umum,771,132,515.105,623.31,404.75,39.69
2813,Pengetahuan dan Pemahaman Umum,825,154,514.189,643.58,378.38,49.89
2814,Kemampuan Kuantitatif,592,4,528.253,688.05,355.17,95.07
2814,Kemampuan Memahami Bacaan dan Menulis,875,4,517.278,644.09,365.61,65.95
2814,Kemampuan Penalaran Umum,849,4,513.032,628.06,398.94,59.24
2814,Pengetahuan dan Pemahaman Umum,983,5,505.685,682.32,361.74,77.82
2815,Kemampuan Kuantitatif,911,137,509.851,713.63,368.4,63.78
2815,Kemampuan Memahami Bacaan dan Menulis,478,66,534.101,664.68,424.31,51.09
2815,Kemampuan Penalaran Umum,985,148,506.703,616.93,430.86,40.85
2815,Pengetahuan dan Pemahaman Umum,844,130,513.557,670.54,404.5,53.98
2816,Kemampuan Kuantitatif,726,129,520.311,671.5,379.71,57.29
2816,Kemampuan Memahami Bacaan dan Menulis,801,150,520.437,646.78,389.89,51.54
2816,Kemampuan Penalaran Umum,805,147,514.03,602.81,391.29,35.65
2816,Pengetahuan dan Pemahaman Umum,946,183,509.378,651.46,373.32,48.75
2817,Kemampuan Kuantitatif,924,73,509.247,665.7,385.23,57.16
2817,Kemampuan Memahami Bacaan dan Menulis,713,62,523.554,650.62,324.77,50.83
2817,Kemampuan Penalaran Umum,593,47,520.425,610.43,433.16,35.62
2817,Pengetahuan dan Pemahaman Umum,918,70,510.855,691.08,373.68,52.43
2818,Kemampuan Kuantitatif,718,127,520.633,692.39,386.21,70.8
2818,Kemampuan Memahami Bacaan dan Menulis,835,158,519.301,664.91,394.38,53.92
2818,Kemampuan Penalaran Umum,817,149,513.578,611.51,410.81,39.08
2818,Pengetahuan dan Pemahaman Umum,925,178,510.399,640.05,351.3,52.5
2819,Kemampuan Kuantitatif,613,4,526.323,659.3,381.92,67.95
2819,Kemampuan Memahami Bacaan dan Menulis,978,7,511.534,635.71,403.54,51.08
2819,Kemampuan Penalaran Umum,799,6,514.219,603.17,421.63,39.59
2819,Pengetahuan dan Pemahaman Umum,896,6,511.624,691.47,365.3,56.73
2820,Kemampuan Kuantitatif,567,94,529.987,683.99,432.04,72.5
2820,Kemampuan Memahami Bacaan dan Menulis,927,179,514.858,636.83,400.78,72.04
2820,Kemampuan Penalaran Umum,998,187,503.208,599.6,437.87,50.38
2820,Pengetahuan dan Pemahaman Umum,789,146,515.406,634.13,355.27,69.64
2821,Kemampuan Kuantitatif,520,99,532.875,655.15,425.35,53.01
2821,Kemampuan Memahami Bacaan dan Menulis,998,181,501.84,618.95,427.0,48.8
2821,Kemampuan Penalaran Umum,843,162,513.115,589.72,455.22,35.03
2821,Pengetahuan dan Pemahaman Umum,778,149,515.617,591.96,421.74,53.46
2822,Kemampuan Kuantitatif,916,72,509.475,672.64,365.38,59.0
2822,Kemampuan Memahami Bacaan dan Menulis,728,64,523.158,635.82,370.64,50.92
2822,Kemampuan Penalaran Umum,753,66,515.514,604.79,413.12,33.83
2822,Pengetahuan dan Pemahaman Umum,797,59,515.222,636.26,415.49,46.7
2823,Kemampuan Kuantitatif,813,4,516.006,690.48,357.48,69.3
2823,Kemampuan Memahami Bacaan dan Menulis,769,3,521.51,706.92,337.48,62.68
2823,Kemampuan Penalaran Umum,901,4,511.064,612.93,393.83,43.25
2823,Pengetahuan dan Pemahaman Umum,822,3,514.378,630.88,358.46,53.84
2824,Kemampuan Kuantitatif,622,22,525.752,706.42,372.06,73.54
2824,Kemampuan Memahami Bacaan dan Menulis,944,23,513.726,654.16,364.6,56.94
2824,Kemampuan Penalaran Umum,873,25,512.029,612.29,368.17,41.84
2824,Pengetahuan dan Pemahaman Umum,904,22,511.385,653.12,373.82,52.84
2825,Kemampuan Kuantitatif,953,179,506.876,676.11,368.46,60.78
2825,Kemampuan Memahami Bacaan dan Menulis,923,177,515.226,631.38,353.06,55.82
2825,Kemampuan Penalaran Umum,755,127,515.37,596.08,429.38,37.18
2825,Pengetahuan dan Pemahaman Umum,517,91,525.251,632.51,417.96,48.43
2826,Kemampuan Kuantitatif,749,134,519.295,682.67,372.56,63.36
2826,Kemampuan Memahami Bacaan dan Menulis,790,149,520.671,635.28,391.12,50.58
2826,Kemampuan Penalaran Umum,864,156,512.339,598.71,400.3,36.61
2826,Pengetahuan dan Pemahaman Umum,924,177,510.408,656.83,397.33,46.34
2827,Kemampuan Kuantitatif,601,21,527.515,657.57,357.48,64.92
2827,Kemampuan Memahami Bacaan dan Menulis,948,24,513.483,639.66,385.73,57.72
2827,Kemampuan Penalaran Umum,940,27,509.375,587.12,425.66,36.92
2827,Pengetahuan dan Pemahaman Umum,876,20,512.282,647.59,397.13,52.29
2828,Kemampuan Kuantitatif,689,121,522.355,638.19,414.9,58.32
2828,Kemampuan Memahami Bacaan dan Menulis,913,174,515.675,602.63,421.03,61.32
2828,Kemampuan Penalaran Umum,794,144,514.373,599.45,450.03,38.35
2828,Pengetahuan dan Pemahaman Umum,931,180,510.151,605.94,414.65,49.65
2829,Kemampuan Kuantitatif,945,21,507.212,707.05,367.88,70.51
2829,Kemampuan Memahami Bacaan dan Menulis,652,13,526.108,695.73,357.0,60.08
2829,Kemampuan Penalaran Umum,682,12,517.814,604.84,393.95,43.35
2829,Pengetahuan dan Pemahaman Umum,903,20,511.418,682.8,381.36,56.89
2830,Kemampuan Kuantitatif,517,80,532.939,675.38,378.9,75.84
2830,Kemampuan Memahami Bacaan dan Menulis,991,139,507.76,660.34,344.21,69.81
2830,Kemampuan Penalaran Umum,906,134,510.815,590.23,408.7,45.81
2830,Pengetahuan dan Pemahaman Umum,916,133,510.897,669.12,412.96,56.37
2831,Kemampuan Kuantitatif,713,105,520.808,675.8,402.8,75.84
2831,Kemampuan Memahami Bacaan dan Menulis,971,147,511.88,633.77,384.46,68.01
2831,Kemampuan Penalaran Umum,708,102,517.002,592.68,448.55,44.75
2831,Pengetahuan dan Pemahaman Umum,867,132,512.673,618.17,443.68,50.25
2832,Kemampuan Kuantitatif,632,41,525.265,661.12,391.72,55.71
2832,Kemampuan Memahami Bacaan dan Menulis,809,68,520.182,644.83,362.01,58.15
2832,Kemampuan Penalaran Umum,900,74,511.084,601.25,429.43,38.07
2832,Pengetahuan dan Pemahaman Umum,984,78,505.473,665.73,373.58,51.67
2833,Kemampuan Kuantitatif,793,117,516.934,713.55,378.79,67.46
2833,Kemampuan Memahami Bacaan dan Menulis,894,134,516.469,680.36,387.11,52.52
2833,Kemampuan Penalaran Umum,880,133,511.898,630.82,412.47,39.94
2833,Pengetahuan dan Pemahaman Umum,746,117,516.655,676.57,335.01,55.33
2834,Kemampuan Kuantitatif,909,3,509.949,712.78,381.59,78.56
2834,Kemampuan Memahami Bacaan dan Menulis,755,2,522.048,651.21,382.77,56.56
2834,Kemampuan Penalaran Umum,871,2,512.135,619.48,404.66,46.6
2834,Pengetahuan dan Pemahaman Umum,718,2,517.681,640.46,397.84,61.7
2835,Kemampuan Kuantitatif,949,13,506.992,703.32,375.07,66.28
2835,Kemampuan Memahami Bacaan dan Menulis,674,10,524.912,669.49,376.52,54.77
2835,Kemampuan Penalaran Umum,847,12,513.048,627.0,413.78,39.57
2835,Pengetahuan dan Pemahaman Umum,747,11,516.652,645.82,375.06,50.44
2836,Kemampuan Kuantitatif,899,126,510.484,676.67,383.56,58.79
2836,Kemampuan Memahami Bacaan dan Menulis,717,113,523.465,652.35,349.15,58.48
2836,Kemampuan Penalaran Umum,796,120,514.294,611.66,413.58,40.04
2836,Pengetahuan dan Pemahaman Umum,857,128,513.166,651.18,352.67,50.94
2837,Kemampuan Kuantitatif,905,128,510.025,720.83,375.85,64.6
2837,Kemampuan Memahami Bacaan dan Menulis,629,101,527.356,648.81,400.13,50.94
2837,Kemampuan Penalaran Umum,828,124,513.406,596.19,427.9,36.99
2837,Pengetahuan dan Pemahaman Umum,921,135,510.585,656.56,369.91,45.1
2838,Kemampuan Kuantitatif,799,146,516.571,652.22,376.56,61.76
2838,Kemampuan Memahami Bacaan dan Menulis,898,168,516.262,629.69,385.94,53.24
2838,Kemampuan Penalaran Umum,927,171,510.187,601.57,407.98,39.52
2838,Pengetahuan dan Pemahaman Umum,694,128,518.238,625.28,390.63,51.07
2839,Kemampuan Kuantitatif,888,50,511.486,695.79,392.84,68.46
2839,Kemampuan Memahami Bacaan dan Menulis,850,44,518.727,662.56,373.97,65.47
2839,Kemampuan Penalaran Umum,801,44,514.113,624.09,399.57,47.95
2839,Pengetahuan dan Pemahaman Umum,739,44,516.877,653.71,376.2,56.63
2840,Kemampuan Kuantitatif,809,115,516.197,680.2,384.25,65.17
2840,Kemampuan Memahami Bacaan dan Menulis,836,124,519.254,643.3,381.14,54.71
2840,Kemampuan Penalaran Umum,882,131,511.86,610.77,418.0,37.81
2840,Pengetahuan dan Pemahaman Umum,834,126,513.843,668.17,383.76,51.53
2841,Kemampuan Kuantitatif,782,20,517.703,702.27,375.85,72.01
2841,Kemampuan Memahami Bacaan dan Menulis,798,17,520.467,664.64,372.84,59.13
2841,Kemampuan Penalaran Umum,942,18,509.255,602.97,379.41,39.96
2841,Pengetahuan dan Pemahaman Umum,841,17,513.648,636.08,394.16,51.7
2842,Kemampuan Kuantitatif,862,158,512.783,683.76,359.94,69.19
2842,Kemampuan Memahami Bacaan dan Menulis,766,150,521.583,656.78,353.61,60.31
2842,Kemampuan Penalaran Umum,776,154,514.956,619.99,388.96,42.72
2842,Pengetahuan dan Pemahaman Umum,900,170,511.546,662.19,370.35,54.24
2843,Kemampuan Kuantitatif,695,9,521.756,710.1,372.74,75.31
2843,Kemampuan Memahami Bacaan dan Menulis,942,10,513.861,649.56,317.03,59.19
2843,Kemampuan Penalaran Umum,780,9,514.821,620.87,425.64,42.82
2843,Pengetahuan dan Pemahaman Umum,927,9,510.354,653.63,387.91,58.09
2844,Kemampuan Kuantitatif,671,23,523.314,710.71,374.71,68.97
2844,Kemampuan Memahami Bacaan dan Menulis,954,25,512.9,640.43,386.98,54.21
2844,Kemampuan Penalaran Umum,795,22,514.344,625.63,406.46,40.69
2844,Pengetahuan dan Pemahaman Umum,930,24,510.181,638.04,354.24,53.02
2845,Kemampuan Kuantitatif,727,9,520.302,713.33,398.94,75.7
2845,Kemampuan Memahami Bacaan dan Menulis,842,8,519.14,662.73,360.6,60.18
2845,Kemampuan Penalaran Umum,981,11,507.064,616.75,413.04,47.86
2845,Pengetahuan dan Pemahaman Umum,829,8,513.991,666.16,333.21,53.73
2846,Kemampuan Kuantitatif,840,63,514.69,651.73,374.56,61.75
2846,Kemampuan Memahami Bacaan dan Menulis,915,77,515.646,649.99,406.62,54.63
2846,Kemampuan Penalaran Umum,685,57,517.735,603.59,422.48,37.63
2846,Pengetahuan dan Pemahaman Umum,877,65,512.269,621.81,375.51,50.04
2847,Kemampuan Kuantitatif,998,12,498.118,659.96,354.92,69.4
2847,Kemampuan Memahami Bacaan dan Menulis,497,5,532.892,645.48,418.78,53.46
2847,Kemampuan Penalaran Umum,898,10,511.104,595.59,430.9,43.38
2847,Pengetahuan dan Pemahaman Umum,711,6,517.881,653.44,386.27,50.88
2848,Kemampuan Kuantitatif,908,71,509.951,642.68,396.71,57.92
2848,Kemampuan Memahami Bacaan dan Menulis,810,69,520.171,632.31,368.62,49.71
2848,Kemampuan Penalaran Umum,659,53,518.694,627.66,431.69,40.83
2848,Pengetahuan dan Pemahaman Umum,914,69,511.039,623.59,393.76,53.48
2849,Kemampuan Kuantitatif,870,164,512.497,680.48,399.07,58.33
2849,Kemampuan Memahami Bacaan dan Menulis,807,153,520.252,633.61,395.35,53.9
2849,Kemampuan Penalaran Umum,769,131,515.149,627.77,428.85,38.48
2849,Pengetahuan dan Pemahaman Umum,887,166,511.953,641.61,382.14,49.13
2850,Kemampuan Kuantitatif,923,27,509.25,643.99,373.95,65.04
2850,Kemampuan Memahami Bacaan dan Menulis,869,20,517.59,646.36,381.04,56.69
2850,Kemampuan Penalaran Umum,714,20,516.763,607.43,456.27,32.24
2850,Pengetahuan dan Pemahaman Umum,769,16,515.987,621.33,406.19,58.93
2851,Kemampuan Kuantitatif,825,154,515.641,671.48,372.59,60.85
2851,Kemampuan Memahami Bacaan dan Menulis,929,180,514.796,658.76,355.65,52.14
2851,Kemampuan Penalaran Umum,756,128,515.329,625.28,410.59,39.32
2851,Pengetahuan dan Pemahaman Umum,838,156,513.745,642.5,351.2,49.65
2852,Kemampuan Kuantitatif,871,11,512.41,707.97,370.87,69.27
2852,Kemampuan Memahami Bacaan dan Menulis,852,14,518.65,681.1,351.41,63.32
2852,Kemampuan Penalaran Umum,920,14,510.371,622.41,392.65,43.34
2852,Pengetahuan dan Pemahaman Umum,701,10,518.027,660.18,361.6,55.12
2853,Kemampuan Kuantitatif,588,20,528.624,676.16,370.15,69.81
2853,Kemampuan Memahami Bacaan dan Menulis,980,27,511.368,655.09,358.52,55.58
2853,Kemampuan Penalaran Umum,917,26,510.408,636.24,400.1,42.57
2853,Pengetahuan dan Pemahaman Umum,950,25,509.032,633.97,371.89,51.96
2854,Kemampuan Kuantitatif,794,145,516.748,702.16,375.45,71.88
2854,Kemampuan Memahami Bacaan dan Menulis,828,159,519.555,682.4,387.44,62.66
2854,Kemampuan Penalaran Umum,874,166,512.027,636.49,391.76,47.72
2854,Pengetahuan dan Pemahaman Umum,922,173,510.477,656.36,373.11,60.66
2855,Kemampuan Kuantitatif,848,122,513.986,672.54,374.35,60.94
2855,Kemampuan Memahami Bacaan dan Menulis,806,119,520.3,698.13,356.53,58.93
2855,Kemampuan Penalaran Umum,792,119,514.437,611.38,409.44,38.37
2855,Pengetahuan dan Pemahaman Umum,933,136,510.049,632.13,386.84,45.29
2856,Kemampuan Kuantitatif,926,132,509.177,682.6,378.25,63.66
2856,Kemampuan Memahami Bacaan dan Menulis,743,114,522.562,658.53,352.76,57.3
2856,Kemampuan Penalaran Umum,789,118,514.537,644.86,428.41,36.53
2856,Pengetahuan dan Pemahaman Umum,873,130,512.423,631.44,392.6,45.73
2857,Kemampuan Kuantitatif,858,161,513.07,668.98,363.45,69.26
2857,Kemampuan Memahami Bacaan dan Menulis,779,145,520.99,656.86,356.23,57.04
2857,Kemampuan Penalaran Umum,944,174,509.243,607.58,407.79,41.24
2857,Pengetahuan dan Pemahaman Umum,792,148,515.35,647.37,342.03,54.39
2858,Kemampuan Kuantitatif,844,7,514.219,658.44,390.51,66.17
2858,Kemampuan Memahami Bacaan dan Menulis,704,5,523.828,674.19,398.31,63.98
2858,Kemampuan Penalaran Umum,967,8,508.247,603.76,440.99,36.18
2858,Pengetahuan dan Pemahaman Umum,881,8,512.19,613.33,397.96,50.89
2859,Kemampuan Kuantitatif,952,77,506.922,696.52,364.54,71.76
2859,Kemampuan Memahami Bacaan dan Menulis,831,71,519.344,658.58,381.66,60.47
2859,Kemampuan Penalaran Umum,896,73,511.24,613.55,400.42,44.9
2859,Pengetahuan dan Pemahaman Umum,633,48,520.96,646.74,390.82,54.27
2860,Kemampuan Kuantitatif,785,144,517.323,676.57,369.6,63.16
2860,Kemampuan Memahami Bacaan dan Menulis,730,131,523.116,638.33,361.15,56.24
2860,Kemampuan Penalaran Umum,893,161,511.3,588.02,395.19,40.19
2860,Pengetahuan dan Pemahaman Umum,977,185,506.661,630.56,365.39,52.52
2861,Kemampuan Kuantitatif,894,169,510.891,696.44,367.88,68.77
2861,Kemampuan Memahami Bacaan dan Menulis,919,175,515.443,647.96,380.48,55.33
2861,Kemampuan Penalaran Umum,745,126,515.827,614.9,397.62,37.98
2861,Pengetahuan dan Pemahaman Umum,766,142,516.203,705.46,378.72,53.04
2862,Kemampuan Kuantitatif,927,1,509.083,701.36,374.87,67.17
2862,Kemampuan Memahami Bacaan dan Menulis,872,16,517.402,657.71,351.72,57.05
2862,Kemampuan Penalaran Umum,876,1,511.997,619.11,389.74,44.14
2862,Pengetahuan dan Pemahaman Umum,656,1,519.851,646.92,370.46,58.0
2863,Kemampuan Kuantitatif,903,127,510.258,680.5,381.36,67.18
2863,Kemampuan Memahami Bacaan dan Menulis,861,127,518.038,672.37,377.9,61.71
2863,Kemampuan Penalaran Umum,836,126,513.3,595.84,407.39,38.66
2863,Pengetahuan dan Pemahaman Umum,745,116,516.703,636.44,391.75,47.79
2864,Kemampuan Kuantitatif,910,8,509.853,673.3,410.8,69.68
2864,Kemampuan Memahami Bacaan dan Menulis,756,7,522.041,623.51,408.9,53.94
2864,Kemampuan Penalaran Umum,928,8,510.102,584.57,442.58,35.76
2864,Pengetahuan dan Pemahaman Umum,764,8,516.274,586.8,451.44,40.64
2865,Kemampuan Kuantitatif,768,2,518.564,669.89,377.85,66.86
2865,Kemampuan Memahami Bacaan dan Menulis,958,2,512.803,639.08,368.02,49.06
2865,Kemampuan Penalaran Umum,883,2,511.803,590.95,413.63,39.12
2865,Pengetahuan dan Pemahaman Umum,803,2,515.047,607.99,414.63,43.1
2866,Kemampuan Kuantitatif,872,123,512.361,655.62,382.62,66.92
2866,Kemampuan Memahami Bacaan dan Menulis,967,136,512.026,631.06,390.69,55.81
2866,Kemampuan Penalaran Umum,599,98,520.264,595.4,457.18,34.24
2866,Pengetahuan dan Pemahaman Umum,855,127,513.216,630.47,419.25,49.33
2867,Kemampuan Kuantitatif,897,134,510.775,659.03,365.8,69.2
2867,Kemampuan Memahami Bacaan dan Menulis,823,120,519.659,631.28,392.58,54.33
2867,Kemampuan Penalaran Umum,937,140,509.461,608.11,408.82,43.61
2867,Pengetahuan dan Pemahaman Umum,706,111,517.968,631.82,373.24,47.52
2868,Kemampuan Kuantitatif,940,141,507.779,683.53,354.43,69.22
2868,Kemampuan Memahami Bacaan dan Menulis,775,110,521.276,667.3,346.49,56.03
2868,Kemampuan Penalaran Umum,802,116,514.099,636.33,422.39,37.53
2868,Pengetahuan dan Pemahaman Umum,815,125,514.703,680.85,381.42,58.65
2869,Kemampuan Kuantitatif,843,154,514.254,687.76,380.47,78.36
2869,Kemampuan Memahami Bacaan dan Menulis,764,149,521.675,654.52,364.96,69.35
2869,Kemampuan Penalaran Umum,881,168,511.871,628.37,417.49,47.06
2869,Pengetahuan dan Pemahaman Umum,938,174,509.909,670.86,357.83,69.48
2870,Kemampuan Kuantitatif,920,19,509.323,700.83,365.38,69.04
2870,Kemampuan Memahami Bacaan dan Menulis,788,17,520.76,651.36,393.67,55.63
2870,Kemampuan Penalaran Umum,862,17,512.493,605.19,402.77,41.02
2870,Pengetahuan dan Pemahaman Umum,801,16,515.093,644.0,395.64,50.86
2871,Kemampuan Kuantitatif,958,52,506.571,694.61,359.94,67.23
2871,Kemampuan Memahami Bacaan dan Menulis,696,42,524.106,653.13,324.15,60.19
2871,Kemampuan Penalaran Umum,909,47,510.759,610.78,426.33,37.91
2871,Pengetahuan dan Pemahaman Umum,767,45,516.182,633.92,399.93,46.83
2872,Kemampuan Kuantitatif,944,170,507.297,685.31,358.94,66.68
2872,Kemampuan Memahami Bacaan dan Menulis,803,157,520.421,671.53,348.67,59.71
2872,Kemampuan Penalaran Umum,800,155,514.217,638.4,395.84,44.11
2872,Pengetahuan dan Pemahaman Umum,787,151,515.466,674.15,366.17,50.4
2873,Kemampuan Kuantitatif,808,148,516.264,635.72,390.95,71.67
2873,Kemampuan Memahami Bacaan dan Menulis,1000,182,492.562,612.71,395.21,60.15
2873,Kemampuan Penalaran Umum,665,137,518.555,601.55,465.59,40.2
2873,Pengetahuan dan Pemahaman Umum,419,79,530.017,647.59,420.17,63.94
2874,Kemampuan Kuantitatif,861,128,512.841,684.43,364.28,67.17
2874,Kemampuan Memahami Bacaan dan Menulis,844,124,519.065,650.86,343.96,54.29
2874,Kemampuan Penalaran Umum,806,117,514.021,598.52,410.21,40.65
2874,Pengetahuan dan Pemahaman Umum,909,141,511.241,658.37,365.4,52.7
2875,Kemampuan Kuantitatif,838,156,514.751,650.36,367.92,63.22
2875,Kemampuan Memahami Bacaan dan Menulis,758,140,521.927,645.21,374.29,50.26
2875,Kemampuan Penalaran Umum,979,181,507.161,607.59,391.11,41.04
2875,Pengetahuan dan Pemahaman Umum,854,162,513.258,675.82,397.25,49.75
2876,Kemampuan Kuantitatif,722,49,520.433,667.97,378.44,64.78
2876,Kemampuan Memahami Bacaan dan Menulis,762,67,521.785,668.49,397.4,51.45
2876,Kemampuan Penalaran Umum,994,79,504.617,599.85,436.55,35.45
2876,Pengetahuan dan Pemahaman Umum,934,71,510.045,620.52,424.02,44.16
2877,Kemampuan Kuantitatif,963,8,506.07,633.59,377.05,64.95
2877,Kemampuan Memahami Bacaan dan Menulis,753,7,522.113,642.73,389.38,54.6
2877,Kemampuan Penalaran Umum,848,7,513.047,583.71,433.74,36.12
2877,Pengetahuan dan Pemahaman Umum,779,6,515.612,637.27,400.72,57.15
2878,Kemampuan Kuantitatif,795,17,516.709,700.1,368.92,69.84
